Package Name,Language,Date,Reviewer Name,Review title,Review,Rating,Review category
com.spotify.music,English,8/4/2016,Pepe Barragán,perfecto,La mejor app de música. De lejos...,5,s
com.spotify.music,English,8/4/2016,A Google User,best music,"please do change anything, i love oldies song,thank you.",5,u
com.spotify.music,English,8/4/2016,Brian Freeman,disointed,i paid for 3 year and they cut me off at 2 month,3,b
com.spotify.music,English,8/4/2016,Dick Joke,,i be always able to listen without shuffle play on mobile. spotify you need to change the shuffle mode for mobile to listen to any song just like tablets.,2,fu
com.spotify.music,English,8/4/2016,Alicja Jozefczyk,spotify,all kind music there,5,u
com.spotify.music,English,8/4/2016,Andy Severns,i really liked it,besides there be still minor bug with the app,4,b
com.spotify.music,English,8/4/2016,Andrea Rainwater,love this,it be the best music app ever. i can always find and listen to almost anything im look for.,5,u
com.spotify.music,English,8/4/2016,Jenn Jarmula,updates,"the app be fine, i'm just sick of get update notice every couple of days. i'm on the verge of uninstal it.",3,bu
com.spotify.music,English,8/4/2016,Tressie Wickstrom,,love you spotify!,5,u
com.spotify.music,English,8/4/2016,Alex Shaw,super music collection,one of the best music apps out there,5,u
com.spotify.music,English,8/4/2016,Rileigh Durnell,great music,love this app,5,u
com.spotify.music,English,8/4/2016,Kamuiii,its pretty good,only problem be it say 30 min of ad free music but another ad come up before then,4,bu
com.spotify.music,English,8/4/2016,Ian codona,spotify,magic!,5,u
com.spotify.music,English,8/4/2016,Carrie Patino,,"sucks,i open the app and the screen be black will let me play any music at all",4,u
com.spotify.music,English,8/4/2016,Michael Eutsler,,i spotify everyday at work and at home,5,u
com.spotify.music,English,8/4/2016,Sam Townson,one problem,"i love spotify, but i hate it' ui now. please change it back. it look weird.",4,bu
com.spotify.music,English,8/4/2016,Lucid Dreaming,,Amazing music app! I highly recommend downloading it!👍👍👍,5,u
com.spotify.music,English,8/4/2016,Uriel Mendoza,,love it,5,u
com.spotify.music,English,8/4/2016,Jose Salas,legit,work so much better than other music app worth the subcription,5,u
com.spotify.music,English,8/4/2016,Billy Pennington,awesome!,amazing app with all the music i can want and need. definitely worth be a premium subscriber!,5,u
com.spotify.music,English,8/4/2016,Donny Yordan,free to listen,"ah, this be it. i can freely listen to the legal music.",5,u
com.spotify.music,English,8/4/2016,Claire Meyer,boy howdy,chungo scrungus,4,s
com.spotify.music,English,8/4/2016,Gino Urias,gino urias rodriguez,"The  best  out there hands down! I have  been using  spotify for years, and I don't plan to go anywhere else anytime soon and✌",5,u
com.spotify.music,English,8/4/2016,Roshunda Lewis,,i just hate it' so expensive and i never be able to catch the 3 month for .99,4,bu
com.spotify.music,English,8/4/2016,cheesy poof,better than itunes,i love spotify cuz you do have to pay unlike itune,5,u
com.spotify.music,English,8/4/2016,A Google User,very pleased!,really love my music and this be just what i need to get me through the day!,5,u
com.spotify.music,English,8/4/2016,James A.,,totally revolutionary.,5,u
com.spotify.music,English,8/4/2016,vandaloffthehandle,yup,best ever,5,u
com.spotify.music,English,8/4/2016,Richard Honey,infinite loading screen,"Tried to play an album, infinite loading screen.  Tried to search for an artist, infinite loading screen.  Tried to sign out, infinite loading screen.  Uninstalling worked well, though.  Google Nexus 5",1,b
com.spotify.music,English,8/4/2016,Amber Fernatt,spotify,i like it,5,u
com.spotify.music,English,8/4/2016,Josh Marchant,,pay or deal with 10x ad of padorafy,1,u
com.spotify.music,English,8/4/2016,Zachary Trujillo,why is this considered free?,"if you be go premium, this the absolute worse app to have for music. you have a better chance of hear the song you're look for on pandora than on here. you have to shuffle everything, even your own playlist and if you try to make it a one song playlist, you get 2 ad back to back and a random song right after. go to show apps be become an industry and slowly leave consumer behind for the $$.",2,bu
com.spotify.music,English,8/4/2016,Adam Hahne,great stuff,back to five.,5,u
com.spotify.music,English,8/4/2016,Elisabeth Guida,it s the best music,reliable and work great the ad be annoying but if you get the paid version then they go away i would deffenetly recomend,5,bu
com.spotify.music,English,8/4/2016,Alex Rosas,,love it,5,u
com.spotify.music,English,8/4/2016,London Richmond,love it,my only gripe be that i wish more artist would put more of their music on here instead of soundcloud,4,fu
com.spotify.music,English,8/4/2016,Russel Sawney,,wish we can download music of it,5,f
com.spotify.music,English,8/4/2016,Chica the Chicken,rlly,it would play music then stop after 2 song,3,b
com.spotify.music,English,8/4/2016,Vteam Mteam,oh my god!!!!!!!,This app is awesome! You can even listen to the song in the car if you download them. Download!!😙,5,u
com.spotify.music,English,8/4/2016,Casadi Metivier,best,i will recommend this to anyone,5,u
com.spotify.music,English,8/4/2016,Jason L. Cheung,,love it!,5,u
com.spotify.music,English,8/4/2016,Googl e,i bought premium,"yes, really. it's $5 a month for college students, and be able to play whatever i want, whenever i want have give me a real taste for music.",5,u
com.spotify.music,English,8/4/2016,Nicholas Brissenden,pandora can suck it!,"My music, my way. I ❤ The Spot!",5,u
com.spotify.music,English,8/4/2016,Mark Bevilacqua,great song selection,"amazing song selection, playlist that match my taste perfectly, and just great in general",5,u
com.spotify.music,English,8/4/2016,Nick Matthews,awesome,"have everything i'm look for, and i can download as much music as i want",5,u
com.spotify.music,English,8/4/2016,Andy Holper,bsnsn,gahsh,5,u
com.spotify.music,English,8/4/2016,Aubry Chance,,Spotify uses very low bandwidth to stream music.  It's very efficient.,5,u
com.spotify.music,English,8/4/2016,daniel mawby,,horrid,1,s
com.spotify.music,English,8/4/2016,maria martinez,,love it,5,u
com.spotify.music,English,8/4/2016,Gregory Grainger,great,much better than pandora,5,u
com.spotify.music,English,8/4/2016,lacrosse player 00 basketball,amazing,great app do like that you have to pay for it every couple of month but other wise great app,5,bu
com.spotify.music,English,8/4/2016,Sam Dickenson,the best,"be introduce to this app through a classmate. i have never hear of it before and have be used other music apps, but now i can imagine used anything but spotify.",5,u
com.spotify.music,English,8/4/2016,Matthew Bowler,problems with equalizer,"great song choice, great playlists, great recommendations, great search. the other streamer have a lot of catch up to do.",5,u
com.spotify.music,English,8/4/2016,Ketsia Skittles,love spotify,like the 30min add free! !,5,u
com.spotify.music,English,8/4/2016,Sam Langley,amazing,"i use this app for all of my music, i would recommend it to everyone!",5,u
com.spotify.music,English,8/4/2016,Monkey Lover,good i guess,its a good app only ton of kid be the one used this app for music. so in the next update you should add no need for wifi or else ton will have to find some other app for music purposes.,1,fu
com.spotify.music,English,8/4/2016,Tim Smothers,,do load all the time most the time do work,2,b
com.spotify.music,English,8/4/2016,Jamie Hudak,,stops stream too much,2,b
com.spotify.music,English,8/4/2016,Kayleigh Donahe,amazing,This app is simply amazing I love it and so do my ears😉,5,u
com.spotify.music,English,8/4/2016,Carolyn RegisteredNurse,easy to use music on my terms!,i love this app! i get exactly what i want in term of music and the app be seamless. never have any prob and its very easy to use and navigate.,5,u
com.spotify.music,English,8/4/2016,Walter Johnson,prick,never doubt the music if u aint get the hit,4,u
com.spotify.music,English,8/4/2016,C Jaii,best music you can find,Spotify  music is the best music app yet. Almost every song I want is here. It's also a great app for collecting my music.,5,u
com.spotify.music,English,8/4/2016,Mike Maughan,,"Every single podcast, and half of the songs I try and listen to say this song is not available  I pay for premium and have reinstalled the app three times now.  Completely useless to me",1,bu
com.spotify.music,English,8/4/2016,abner ballesteros,love,this be the perfect application,5,u
com.spotify.music,English,8/4/2016,Sean O'Driscoll,any album anywhere!,Fantastic!  Was a bit dubious but now over the moon we subscribed.  Always on. TV hardly is now 😆,5,u
com.spotify.music,English,8/4/2016,Brock Condon,,best app you just can listen to music,5,u
com.spotify.music,English,8/4/2016,xiomy s,the best,i love this app,5,u
com.spotify.music,English,8/4/2016,Marre Thurston,,so freak amazing!,5,u
com.spotify.music,English,8/4/2016,Hettie Norwood,love dis,"i love music and this app let' me listen to it so, i'm happy! plus there be about 300,000,000 song on there to listen to i love it.",5,u
com.spotify.music,English,8/4/2016,Nathan Allan,awesome,awesome,5,u
com.spotify.music,English,8/4/2016,Janiah Baez,the best,i love this app its that i hate how it put on its own music after the whole album end i want to replay it again,5,bu
com.spotify.music,English,8/4/2016,Macy Pfizenmayer,love,i love this app just dont like premium,5,u
com.spotify.music,English,8/4/2016,Jenna Buchanan,gr8,gr8 app 10/10 whould listen again,5,ru
com.spotify.music,English,8/4/2016,Mandy Valle,love it,love it its so good,5,u
com.spotify.music,English,8/4/2016,Rafael Haroutunian,excellent,but not perfect :),5,u
com.spotify.music,English,8/4/2016,WestyHD,,epic,5,u
com.spotify.music,English,8/4/2016,Brandon Wiggins,the awesomeness,best music app hand down whether you use it free or pay.,5,u
com.spotify.music,English,8/4/2016,Trey Mantell,amazing,best music app out there. haven't have any problems.,5,u
com.spotify.music,English,8/4/2016,Branden Oncay,search feature,"great app, would really love a search feature to search through my offline premium playlist.",5,u
com.spotify.music,English,8/4/2016,Bob Zagers,,berry good.,5,u
com.spotify.music,English,8/4/2016,Aubrey Bureau,great music,"I love this app! I have had the app for about a year know, and it is totally worth the money! I love how there is no adds, and how you can customize your own music! Once you get the app you can listen off different devices! MY POINT IS GET THE APP!!😁",5,u
com.spotify.music,English,8/4/2016,Alexus Palmer,,the best,5,u
